id,quran_ayas_id,quran_ayas_languages_code,number,text
ENAA5182,QA5182,ENAA,5182,"The likeness of those who were charged with (the law of) the Torah which they did not observe, is that of a donkey who carries a load of books (oblivious of what they contain). How wretched the semblance of the people who deny the words of God! God does not show an unjust people the way."
ENAA5183,QA5183,ENAA,5183,"Say: ""O you Jews, if you claim that you are the favourites of God apart from all men, then wish for death, if you speak the truth."
ENAA5184,QA5184,ENAA,5184,"But they will never wish for death because of what they had done in the past, and God knows the sinners well."
ENAA5185,QA5185,ENAA,5185,"Tell them: ""Death from which you run, will surely come to you. You will then be sent back to Him who knows the unknown and the known, who will tell you what you used to do."
ENAA5186,QA5186,ENAA,5186,"O you who believe, when the call to prayer is made on the day of congregation, hasten to remember God, putting aside your business. This is better for you if you can understand."
ENAA5187,QA5187,ENAA,5187,"And when the service of prayer is over spread out in the land, and look for the bounty of God. and remember God a great deal that you may prosper."
ENAA5188,QA5188,ENAA,5188,"Yet when they see some buying and selling, or some sport, they go for it, leaving you standing. Tell them: ""What is with God is better than your sport and commerce. And God is the best of providers."""
ENAA5189,QA5189,ENAA,5189,"WHEN THE HYPOCRITES come to you, they say: ""We affirm that you are the Apostle of God."" God indeed knows you are His Apostle. God bears witness that the hypocrites are indeed liars."
ENAA5190,QA5190,ENAA,5190,They have made their oaths a shield in order to obstruct others from the way of God. It is certainly evil what they do.
ENAA5191,QA5191,ENAA,5191,"That is because they came to believe, and then renounced (their faith). So their hearts were sealed; and now they do not understand."
ENAA5192,QA5192,ENAA,5192,"Pleasing seem their persons when you look at them; and when they talk, you listen to their speech. Yet they are like the wooden panelling of a wall. They imagine every rebuke to be directed against them. They are the enemies, beware of them. May God damn them, how pervert are they!"
ENAA5193,QA5193,ENAA,5193,"When you tell them: ""Come, let the Apostle of God ask forgiveness for you,"" they turn their heads, and you see them turning away with arrogance."
ENAA5194,QA5194,ENAA,5194,"Whether you ask forgiveness for them or do not ask, it is all the same; God will not forgive them. Surely God does not show a disobedient people the way."
ENAA5195,QA5195,ENAA,5195,"They are the ones who say: ""Do not spend on those who are with the Apostle of God till they break away (from him)."" To God belong the treasures of the heavens and the earth; but the hypocrites do not understand."
ENAA5196,QA5196,ENAA,5196,"They say: ""If we now go back to Madina, the stronger will turn the weaker out."" But power belongs to God, His Apostle and the faithful, though the hypocrites do not know."
ENAA5197,QA5197,ENAA,5197,"O you who believe, let not your wealth and children make you negligent of the remembrance of God. Those who do so will be losers."
ENAA5198,QA5198,ENAA,5198,"Spend of what We have given you before death comes to one of you, when he will say: ""O Lord, why did you not defer my term for a while that I could give alms and be among the doers of good?"""
ENAA5199,QA5199,ENAA,5199,But God does not grant a soul respite once its term has come to end. And God is aware of what you do.
ENAA5200,QA5200,ENAA,5200,"ALL THAT THERE is in the heavens and the earth sings the praises of God. His the sovereignty and His is the praise, and He has power over everything."
ENAA5201,QA5201,ENAA,5201,"It is He who created you, though one of you is an infidel and one of you a believer; yet God perceives what you do."
ENAA5202,QA5202,ENAA,5202,"He created the heavens and the earth with deliberation, and gave you form, and shaped you well; and to Him is your returning."
ENAA5203,QA5203,ENAA,5203,"He knows what is in the heavens and the earth, and knows what you hide and what you disclose; God knows what is in the hearts."
ENAA5204,QA5204,ENAA,5204,"Has not the account of those who disbelieved before come to you, who tasted the torment of their action, and for whom is grievous punishment?"
ENAA5205,QA5205,ENAA,5205,"This was so because their apostles came to them with clear proofs, but they said: ""What. Can a mortal show us the way?"" And they denied and turned away; but God was unconcerned. God is all-sufficient, worthy of praise."
ENAA5206,QA5206,ENAA,5206,"The unbelievers claim that they will not be raised again. Tell them: ""Why not? By my Lord, you will certainly be raised again, and then informed of what you had done. That is how the law of God works inevitably."""
ENAA5207,QA5207,ENAA,5207,"So believe in God, His Apostle and the Light We have sent down. God is well aware of what you do."
ENAA5208,QA5208,ENAA,5208,"The day He will gather you together on the Day of Gathering, will be the day of Judgement. He who believed and did the right, will have his evil deeds expunged by God and admitted to gardens with rivers flowing by, and abide there perpetually. This will be the great achievement of success."
ENAA5209,QA5209,ENAA,5209,"Those who did not believe and denied Our revelations will be inmates of Hell, where they will abide for ever, and how evil a journey's end!"
ENAA5210,QA5210,ENAA,5210,No calamity befalls unless God dispenses. He guides the heart of whosoever believes in God; and God has knowledge of everything.
ENAA5211,QA5211,ENAA,5211,"Obey God and obey His Apostle. If you turn away, the duty of the Apostle is to convey the message clearly."
ENAA5212,QA5212,ENAA,5212,God: There is no god but He; and in God should believers place their trust.
ENAA5213,QA5213,ENAA,5213,"O believers, some of your spouses and children are your enemies, so beware of them! Yet if you forbear, overlook, and forgive, God is indeed forgiving and kind."
ENAA5214,QA5214,ENAA,5214,Your wealth and children are surely meant as trial for you: But with God is the great reward.
ENAA5215,QA5215,ENAA,5215,"So fear God as much as you can, and listen and obey, and spend in charity for your own good. He who is saved from his own avarice will be successful."
ENAA5216,QA5216,ENAA,5216,"If you lend a goodly loan to God, He will double it for you, and forgive you. God knows the worth of good deeds and is clement,"
ENAA5217,QA5217,ENAA,5217,"The knower of the unknown and the known, all-mighty and all-wise."
ENAA5218,QA5218,ENAA,5218,"O PROPHET WHEN you divorce women, divorce them at their appointed period, and calculate that period, and fear God, your Lord. Do not expel them from their houses, nor should they go away themselves, unless they are openly guilty of adultery. These are the limits set by God. Any one who exceeds the limits set by God sins against his own self. You never know that God may perchance lead to a new situation after this."
ENAA5219,QA5219,ENAA,5219,"When they have reached their appointed time, then either keep them lawfully or let them go honourably; but have two witnesses from among you, and give truthful evidence for (being acceptable to) God. This is to warn him who believes in God and the Last Day. God will furnish a way out for him who fears Him,"
ENAA5220,QA5220,ENAA,5220,And provide for him from where he does not reckon. God is sufficient for him who places his trust in Him. Certainly God fulfills His purpose. God has indeed fixed a measure of everything.
ENAA5221,QA5221,ENAA,5221,"As for your women who have lost hope of menstruation, and in case you have a doubt, the prescribed period (of waiting) for them is three months, as also for those who have not menstruated yet. As for those who are pregnant, their prescribed period is until the delivery of the child. God will make things easy for him who is mindful of God."
ENAA5222,QA5222,ENAA,5222,"This is the commandment of God that is sent down to you. God will forgive the ills of those who fear Him, and increase their reward."
ENAA5223,QA5223,ENAA,5223,"House the (divorced) women where you live, according to your means; but do not harass them so as to reduce them to straitened circumstances. If they are pregnant, then spend on them until they give birth to the child. And if they suckle the child for you, then make the due payment to them, and consult each other appropriately. But if you find this difficult, let some other woman suckle (the child) for her."
ENAA5224,QA5224,ENAA,5224,"Let the man of means spend according to his means, and he whose means are limited, should spend of what God has given him. God does not burden a soul beyond what He has given him. God will bring ease after hardship."
ENAA5225,QA5225,ENAA,5225,"How many habitations rebelled against their Lord's command and His apostles; but We took them to severe task, and punished them with the harshest punishment."
ENAA5226,QA5226,ENAA,5226,So they tasted the pain of their actions; and the consequence of their deeds was ruin.
ENAA5227,QA5227,ENAA,5227,"God has prepared for them severe punishment. So, you men of wisdom, and those who believe, take heed for yourselves and fear God. God has indeed sent down a Reminder for you,"
ENAA5228,QA5228,ENAA,5228,"An Apostle who recites before you the explicating revelations of God that He may bring those who believe and do the right out of darkness into light. Whosoever believes in God and does the right, He will admit into gardens with rivers flowing by, where they will abide for ever. How excellent a provision has God made for him"
ENAA5229,QA5229,ENAA,5229,"It is God who created several skies, and as many earths. The commandment is sent down among them so that you may know that God has power over everything, and everything is held within the knowledge of God."
ENAA5230,QA5230,ENAA,5230,"O PROPHET, WHY should you forbid (yourself) what God has made lawful for you, in order to please your wives? Yet God is forgiving and kind."
ENAA5231,QA5231,ENAA,5231,"Surely God has sanctioned the dissolution of your vows. God is your Lord: He is all-knowing, and all-wise."
ENAA5232,QA5232,ENAA,5232,"When the Prophet told one of his wives something in confidence and she disclosed it, God revealed this to him. So he made some of it known to her, and held back some. When, however, he informed her about it, she asked: ""Who told you this?"" He said: ""I was told this by the All-knowing, All-Informed."""
